page_number,page_width,page_height,text,x0,x1,top,bottom
1,594.95996,841.91998,$100M,89.66768195584643,110.57276225626882,434.0601164741611,440.6598609351717
1,594.95996,841.91998,-,111.43896518203955,113.93016257370455,434.0601164741611,440.6598609351717
1,594.95996,841.91998,$250M,114.44988633444035,136.83640929410242,434.0601164741611,440.6598609351717
1,594.95996,841.91998,CD,297.75000972174905,306.87106131662904,434.0601164741611,440.6598609351717
1,594.95996,841.91998,Commercial,371.1721668504924,407.9393096767542,434.0601164741611,440.6598609351717
1,594.95996,841.91998,Development,409.5418034870478,449.9684119513625,434.0601164741611,440.6598609351717
1,594.95996,841.91998,$$$$,16.245524827103104,34.21495669734866,447.7672780470293,454.36702250803995
1,594.95996,841.91998,$250M,89.66768195584643,112.05420491550854,447.7672780470293,454.36702250803995
1,594.95996,841.91998,-,112.92040784127927,115.41160523294427,447.7672780470293,454.36702250803995
1,594.95996,841.91998,$500M,115.93132899368005,138.37786383586425,447.7672780470293,454.36702250803995
1,594.95996,841.91998,CD&C,297.75000972174905,316.0898642330223,447.7672780470293,454.36702250803995
1,594.95996,841.91998,Collaborative,371.1721668504924,411.79045948204606,447.7672780470293,454.36702250803995
1,594.95996,841.91998,design,413.26302168015945,433.7951194605057,447.7672780470293,454.36702250803995
1,594.95996,841.91998,&,435.3976143407213,440.0720897842255,447.7672780470293,454.36702250803995
1,594.95996,841.91998,construct,441.58795786892733,470.9023481823129,447.7672780470293,454.36702250803995
1,594.95996,841.91998,$$$$$,16.245524827103104,38.70731274159761,461.47443961989757,468.0741840809082
1,594.95996,841.91998,$500M,89.66768195584643,112.11421679803063,461.47443961989757,468.0741840809082
1,594.95996,841.91998,-,112.98041972380136,115.47161711546636,461.47443961989757,468.0741840809082
1,594.95996,841.91998,$1B,115.99134087620216,127.44467391358185,461.47443961989757,468.0741840809082
1,594.95996,841.91998,CO,297.75000972174905,307.1373197678783,461.47443961989757,468.0741840809082
1,594.95996,841.91998,Construct,371.1721668504924,401.4567250825111,461.47443961989757,468.0741840809082
